Article_ID,fixed,only_notes_mismatch,Covidence_ID,Name_data_entry,Parameter_type,Parameter_FromFigure,Method_from_supplement,Parameter value,Exponent,Parameter lower bound,Parameter upper bound,Inverse_param,Parameter unit,Parameter value type,Parameter statistical approach,Parameter uncertainty - single type,Parameter uncertainty - single value,Parameter uncertainty - type,Parameter uncertainty - lower value,Parameter uncertainty - upper value,Distribution_type,Distribution_par1_type,Distribution_par1_value,Distribution_par1_uncertainty,Distribution_par2_type,Distribution_par2_value,Distribution_par2_uncertainty,parameter_paired,Parameter 2 value type,Parameter 2 value,Parameter 2 lower bound,Parameter 2 upper bound,Exponent_2,Inverse_param_2,Parameter 2 unit,Method_2_from_supplement,Parameter 2 statistical approach,Parameter 2 uncertainty - single type,Parameter 2 uncertainty - single value,Parameter 2 uncertainty type,Parameter 2 uncertainty - lower value,Parameter 2 uncertainty - upper value,Distribution_2_type,Distribution_2_par1_type,Distribution_2_par1_value,Distribution_2_par1_uncertainty,Distribution_2_par2_type,Distribution_2_par2_value,Distribution_2_par2_uncertainty,Genome_site,Genomic_sequence_available,Method_R,R_pathway,parameter_hd_from,Other_delay_start,parameter_hd_to,Other_delay_end,CFR_IFR_numerator,CFR_IFR_denominator,CFR_IFR_Method,Case_definition,Riskfactor_outcome,Riskfactor_name,Riskfactor_occupation,Riskfactor_significant,Riskfactor_adjusted,Method_disaggregated,Method_disaggregated_only,Method_disaggregated_by,Population_sex,Population_sample_size,Population_sample_type,Population_group,Population_age_min,Population_age_max,Population_country,Population_location,parameter_context_location_type,Method_moment_value,Urban/Rural area,Data_available,parameter_notes,Population_study_start_day,Population_study_start_month,Population_study_start_year,Population_study_end_day,Population_study_end_month,Population_study_end_year,access_param_id,Pathogen,num_rows,matching
55,1,FALSE,1704,Anh Pham,Attack rate,No,No,7.6,NA,NA,NA,No,Percentage (%),Mean,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Other (paired),NA,4.7,18.6,NA,No,Percentage (%),No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,Level of exposure,Both,263,Hospital based,Persons under investigation,NA,NA,Republic of Korea,Pyeongtaek,City,NA,Urban area,Yes - as an attachment,NA,18,5,2015,4,6,2015,055_001,MERS-CoV,1,0
55,1,FALSE,1704,Anh Pham,Attack rate,No,No,1.1,NA,NA,NA,No,Percentage (%),Mean,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Range,NA,5,12.5,NA,No,Percentage (%),No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,Level of exposure,Both,277,Hospital based,Persons under investigation,NA,NA,Republic of Korea,Pyeongtaek,City,NA,Urban area,Yes - as an attachment,NA,18,5,2015,4,6,2015,055_002,MERS-CoV,1,0
55,1,FALSE,1704,Anh Pham,Risk factors,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Severe disease (in general population),Comorbidity,NA,Significant,Unspecified,NA,NA,NA,Both,36,Hospital based,Persons under investigation,24,79,Republic of Korea,Pyeongtaek,City,Start outbreak,Urban area,Unspecified,NA,18,5,2015,4,6,2015,055_006,MERS-CoV,1,0
30,1,FALSE,1815,Christian Morgenstern,Seroprevalence - IgG,No,No,0,NA,NA,NA,No,Percentage (%),Mean,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,285,Naive,Lab confirmed,NA,NA,NA,NA,NA,No,NA,NA,Unspecified,285,Hospital based,Healthcare workers,NA,NA,Republic of Korea,National Medical Center,NA,Unspecified,NA,Not available,Paper doesn't specify date of serostudy,NA,NA,NA,NA,NA,NA,030_001,MERS-CoV,1,0
25,1,FALSE,1821,Hailin Feng,Human delay - incubation period,No,No,NA,NA,2,18,No,Days,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,"Age,Sex,Symptoms,Other",Both,14,Hospital based,Persons with symptoms,39,82,Republic of Korea,Chungnam National University Hospital,Hospital,NA,Unspecified,Yes - as an attachment,Individual-level incubation periods are reported for all 14 patients treated at Chungnam National University Hospital in Table 1,7,6,2015,5,8,2015,025_001,MERS-CoV,1,0
25,1,FALSE,1821,Hailin Feng,Human delay - symptom onset>admission to care,No,Yes,NA,NA,2,12,No,Days,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,"Age,Sex,Symptoms",Both,14,Hospital based,Persons with symptoms,39,82,Republic of Korea,Chungnam National University Hospital,Hospital,NA,Unspecified,Yes - as an attachment,Extracted from Supplementary Table S1 'Days after symptom onset' in section 'On admission',7,6,2015,5,8,2015,025_002,MERS-CoV,1,0
25,1,FALSE,1821,Hailin Feng,Human delay - time in care (length of stay),Yes,Yes,NA,NA,7,45,No,Days,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,"Age,Sex,Symptoms",Both,14,Hospital based,Persons with symptoms,39,82,Republic of Korea,Chungnam National University Hospital,Hospital,NA,Unspecified,Not available,"This is extracted from Supplementary Fig S1, by counting difference between the day of hospital admission and the day of hospital discharge/death.",7,6,2015,5,8,2015,025_003,MERS-CoV,1,0
37,1,FALSE,1821,Christian Morgenstern,Severity - case fatality rate (CFR),No,No,NA,NA,NA,NA,NA,NA,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,14,Adjusted,Lab confirmed,NA,NA,NA,NA,NA,No,NA,NA,Both,14,Hospital based,Persons under investigation,39,82,Republic of Korea,Chungnam National University Hospital,NA,NA,NA,Not available,NA,7,6,2015,5,8,2015,037_001,MERS-CoV,1,0
37,1,FALSE,1821,Christian Morgenstern,Risk factors,NA,NA,NA,NA,NA,NA,NA,NA,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Death (in general population),"Age,Other",NA,Significant,Unspecified,NA,NA,NA,Both,14,Hospital based,Persons under investigation,39,82,Republic of Korea,Chungnam National University Hospital,NA,NA,NA,Not available,Other = virological and immunological factors,7,6,2015,5,8,2015,037_002,MERS-CoV,1,0
37,1,FALSE,1821,Christian Morgenstern,Risk factors,NA,NA,NA,NA,NA,NA,NA,NA,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Death (in general population),Sex,NA,Not significant,Not adjusted,NA,NA,NA,Both,14,Hospital based,Persons under investigation,39,82,Republic of Korea,Chungnam National University Hospital,NA,NA,NA,Not available,NA,7,6,2015,5,8,2015,037_003,MERS-CoV,1,0
37,1,FALSE,1821,Christian Morgenstern,Human delay - symptom onset>death,No,No,NA,NA,NA,NA,NA,Weeks,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Range,NA,NA,2,NA,No,Weeks,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,5,Hospital based,Persons under investigation,39,82,Republic of Korea,Chungnam National University Hospital,NA,NA,NA,Not available,NA,7,6,2015,5,8,2015,037_004,MERS-CoV,1,0
38,1,FALSE,1830,Christian Morgenstern,Overdispersion,No,No,82,NA,NA,NA,No,Max. nr. of cases superspreading (related to case),Other,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,92,Hospital based,Persons under investigation,NA,NA,Republic of Korea,"Samsung Medical Center, Sungkyunkwan University School of Medicine, Seoul",NA,NA,NA,Not available,NA,20,5,2015,5,7,2015,038_001,MERS-CoV,1,0
38,1,FALSE,1830,Christian Morgenstern,Severity - proportion of asymptomatic cases,No,No,NA,NA,NA,NA,NA,NA,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,92,Hospital based,Persons under investigation,NA,NA,Republic of Korea,"Samsung Medical Center, Sungkyunkwan University School of Medicine, Seoul",NA,NA,NA,Not available,"Paper doesn't state the percentage value, so captured the proportion in the numerator/denominator boxes of the IFR section",20,5,2015,5,7,2015,038_002,MERS-CoV,1,0
31,1,FALSE,1843,Christian Morgenstern,Human delay - other human delay (go to section),No,No,5.5,NA,5,6,No,Days,Median,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,IQR,NA,5,7,NA,No,Days,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symptom onset,Other,Emergency room,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,Other,Both,NA,Hospital based,Healthcare workers,NA,NA,Saudi Arabia,14 hospitals across 5 cities but didn't state which,NA,Unspecified,Urban area,Not available,NA,NA,9,2012,NA,9,2015,031_002,MERS-CoV,1,0
31,1,FALSE,1843,Christian Morgenstern,Human delay - other human delay (go to section),No,No,9,NA,5,9,No,Days,Median,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,IQR,NA,5,11,NA,No,Days,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symptom onset,Admission to Critical Care/ICU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,Other,Both,NA,Hospital based,Healthcare workers,NA,NA,Saudi Arabia,14 hospitals across 5 cities but didn't state which,NA,Unspecified,Urban area,Not available,NA,NA,9,2012,NA,9,2015,031_003,MERS-CoV,1,0
31,1,FALSE,1843,Christian Morgenstern,Human delay - other human delay (go to section),No,No,9,NA,6.5,10,No,Days,Median,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,IQR,NA,6,12,NA,No,Days,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symptom onset,Other,Intubation,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,Other,Both,NA,Hospital based,Healthcare workers,NA,NA,Saudi Arabia,14 hospitals across 5 cities but didn't state which,NA,Unspecified,Urban area,Not available,NA,NA,9,2012,NA,9,2015,031_004,MERS-CoV,1,0
114,1,FALSE,1843,Kieran Chopra,Severity - case fatality rate (CFR),No,No,25,NA,NA,NA,No,Percentage (%),NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,32,NA,Lab confirmed,NA,NA,NA,NA,NA,Yes,NA,Sex,Both,32,Hospital based,Healthcare workers,NA,NA,Saudi Arabia,14 hospitals across 5 cities in KSA,NA,Unspecified,Urban area,Yes - as an attachment,"Study of CRITICALLY ILL HCWs, so CFR not representative. Lower quartile of ages 32; upper quartile 48; no minimum and maximum given.",NA,NA,2012,NA,NA,2015,114_001,MERS-CoV,1,0
114,1,FALSE,1843,Kieran Chopra,Risk factors,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,"Age,Comorbidity,Sex",Healthcare,Unspecified,Not adjusted,No,NA,NA,Both,32,Hospital based,Healthcare workers,NA,NA,Saudi Arabia,14 hospitals across 5 cities in KSA,NA,Unspecified,Urban area,Yes - as an attachment,"Effect of covariates on mortality in this *critically ill* population. covariates are age, sex, body mass index, comorbidities (diabetes with chronic complications, chronic cardiac disease, chronic renal disease, chronic pulmonary disease, any malignancy, any comorbidity), respiratory symptoms (various), gastrointestinal symptoms (vomiting, abdominal pain, diarrhoea, general), other symptoms and patient parameters (various, but not PaO2/FiO2 ratio or creatinine levels, which were reported as significant here. study of CRITICALLY ILL HCWs; CFR not necessarily representative of general population; lower quartile of sample 32; upper quartile of sample 48; lower quartile of dead people 33; upper quartile of dead people 58; lower quartile of survivors 32; upper quartile of survivors 47. sorry for the spam - this is my first extraction",NA,NA,2012,NA,NA,2015,114_002,MERS-CoV,1,0
114,1,FALSE,1843,Kieran Chopra,Risk factors,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,Other,Healthcare,Significant,Not adjusted,NA,NA,NA,Both,32,Hospital based,Healthcare workers,NA,NA,Saudi Arabia,14 hospitals across 5 cities in KSA,NA,Unspecified,Urban area,Yes - as an attachment,Effect of covariates on mortality in this *critically ill* population. covariates are PaO2/FiO2 ratio and creatinine levels. study of CRITICALLY ILL HCWs; CFR not necessarily representative of general population; lower quartile of sample 32; upper quartile of sample 48; lower quartile of dead people 33; upper quartile of dead people 58; lower quartile of survivors 32; upper quartile of survivors 47.,NA,NA,2012,NA,NA,2015,114_003,MERS-CoV,1,0
14,1,FALSE,1845,Thomas Rawson,Seroprevalence - Unspecified,No,No,0,NA,NA,NA,No,Percentage (%),Central - unspecified,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,285,Naive,Lab confirmed,NA,NA,NA,NA,NA,No,NA,NA,Both,285,Hospital based,Healthcare workers,NA,NA,Republic of Korea,'National Medical Center',clinic,Post outbreak,Unspecified,Not available,Sero test performed 'post outbreak' but very few details.,NA,NA,NA,NA,NA,NA,014_001,MERS-CoV,1,0
16,1,FALSE,1850,Thomas Rawson,Human delay - symptom onset>admission to care,No,No,3,NA,NA,NA,No,Days,Median,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Range,NA,1,7,NA,No,Days,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,Other,Both,11,Hospital based,Persons with symptoms,NA,NA,Saudi Arabia,"King Faisal Specialist Hospital and Research Center, Jeddah","Hospital, City",Mid outbreak,Unspecified,Not available,Population is a severe subset of MERS patients (those with ARDS who were intubated). Admission is admission to hospital. Follow-up patients who needed intubation,NA,4,2014,NA,5,2014,016_001,MERS-CoV,1,0
105,1,FALSE,1850,Amy Dighe,Human delay - other human delay (go to section),No,No,7,NA,NA,NA,No,Days,Median,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Range,NA,3,11,NA,No,Days,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symptom onset,Admission to Critical Care/ICU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,Other,Both,13,Hospital based,Persons with symptoms,NA,NA,Saudi Arabia,"King Faisal Specialist Hospital and Research Center, Jeddah","Hospital, City",Mid outbreak,Unspecified,Not available,Population is a severe subset of MERS patients (those with ARDS who were intubated),NA,4,2014,NA,5,2014,105_002,MERS-CoV,1,0
105,1,FALSE,1850,Amy Dighe,Human delay - other human delay (go to section),No,No,8,NA,NA,NA,No,Days,Median,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Range,NA,4,11,NA,No,Days,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Onset of symptoms,Other,Intubation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,14,Hospital based,Persons with symptoms,23,79,Saudi Arabia,"King Faisal Specialist Hospital and Research Center, Jeddah","Hospital, City",Mid outbreak,Unspecified,Not available,Population is a severe subset of MERS patients (those with ARDS who were intubated),NA,4,2014,NA,5,2014,105_003,MERS-CoV,1,0
105,1,FALSE,1850,Amy Dighe,Human delay - other human delay (go to section),No,No,16,NA,NA,NA,No,Days,Median,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Range,NA,3,32,NA,No,Days,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Time intubated,Other,Time extubated,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Both,14,Hospital based,Persons with symptoms,23,79,Saudi Arabia,"King Faisal Specialist Hospital and Research Center, Jeddah","Hospital, City",Mid outbreak,Unspecified,Not available,Population is a severe subset of MERS patients (those with ARDS who were intubated),NA,4,2014,NA,5,2014,105_004,MERS-CoV,1,0
105,1,FALSE,1850,Amy Dighe,Human delay - time in care (length of stay),No,No,22,NA,NA,NA,No,Days,Median,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Range,NA,3,74,NA,No,Days,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Both,14,Hospital based,Persons with symptoms,23,79,Saudi Arabia,"King Faisal Specialist Hospital and Research Center, Jeddah","Hospital, City",Mid outbreak,Unspecified,Not available,Population is a severe subset of MERS patients (those with ARDS who were intubated). Length of stay refers to hospital.,NA,4,2014,NA,5,2014,105_005,MERS-CoV,1,0
105,1,FALSE,1850,Amy Dighe,Human delay - other human delay (go to section),No,No,17,NA,NA,NA,No,Days,Median,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Range,NA,3,37,NA,No,Days,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Admission to ICU,Discharge from Critical Care/ICU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Both,14,Hospital based,Persons with symptoms,23,79,Saudi Arabia,"King Faisal Specialist Hospital and Research Center, Jeddah","Hospital, City",Mid outbreak,Unspecified,Not available,Population is a severe subset of MERS patients (those with ARDS who were intubated),NA,4,2014,NA,5,2014,105_006,MERS-CoV,1,0
105,1,FALSE,1850,Amy Dighe,Severity - case fatality rate (CFR),No,No,64,NA,NA,NA,No,Percentage (%),Central - unspecified,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,14,Naive,Other,NA,NA,NA,NA,NA,No,NA,NA,Both,14,Hospital based,Persons with symptoms,23,79,Saudi Arabia,"King Faisal Specialist Hospital and Research Center, Jeddah","Hospital, City",Mid outbreak,Unspecified,Not available,"Re case definition, population is a severe subset of MERS patients (those with ARDS who were intubated)",NA,4,2014,NA,5,2014,105_007,MERS-CoV,1,0
17,1,FALSE,1852,Thomas Rawson,Severity - case fatality rate (CFR),No,No,22,0,NA,NA,No,Percentage (%),Central - unspecified,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,159,Naive,Unspecified,NA,NA,NA,NA,NA,No,NA,NA,Both,159,Unspecified,Unspecified,16,87,Republic of Korea,NA,NA,Mid outbreak,Unspecified,Not available,NA,11,5,2015,15,7,2015,017_001,MERS-CoV,1,0
17,1,FALSE,1852,Thomas Rawson,Human delay - other human delay (go to section),No,No,10,0,NA,NA,No,Days,Median,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,IQR,NA,8,12,0,No,Days,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symptom onset,Diagnosis/test result,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Unspecified,NA,Unspecified,Unspecified,NA,NA,Republic of Korea,NA,NA,Start outbreak,Unspecified,Not available,NA,18,5,2015,24,5,2015,017_006,MERS-CoV,1,0
96,1,FALSE,1852,Gemma Nedjati-Gilani,Human delay - other human delay (go to section),No,No,2,0,NA,NA,No,Days,Median,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,IQR,NA,1,2,0,No,Days,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symptom onset,Diagnosis/test result,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Unspecified,NA,Unspecified,Unspecified,NA,NA,Republic of Korea,NA,NA,Mid outbreak,Unspecified,Not available,Delay measured during outbreak week 7 - dates and population determined from figure 1,22,6,2015,28,6,2015,096_003,MERS-CoV,1,0
96,1,FALSE,1852,Gemma Nedjati-Gilani,Human delay - other human delay (go to section),No,No,13,0,NA,NA,No,Days,Median,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,IQR,NA,17,25.3,0,No,Days,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diagnosis,Death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Both,159,Unspecified,Unspecified,NA,NA,Republic of Korea,NA,NA,Mid outbreak,Unspecified,Not available,NA,11,5,2015,15,7,2015,096_004,MERS-CoV,1,0
17,1,FALSE,1852,Thomas Rawson,Human delay - symptom onset>discharge/recovery,No,No,19,0,NA,NA,No,Days,Median,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,IQR,NA,17,23,0,No,Days,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Unspecified,NA,Unspecified,Unspecified,NA,NA,Republic of Korea,NA,NA,Mid outbreak,Unspecified,Not available,Delay measured for outbreak week 7 - dates and population (survivors only) extracted from figure 1,22,6,2015,28,6,2015,017_008,MERS-CoV,1,0
17,1,FALSE,1852,Thomas Rawson,Human delay - symptom onset>discharge/recovery,No,No,27,0,NA,NA,No,Days,Median,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,IQR,NA,22,32,0,No,Days,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Unspecified,NA,Unspecified,Unspecified,NA,NA,Republic of Korea,NA,NA,Start outbreak,Unspecified,Not available,Delay measured for outbreak week 2 - dates and population (survivors only) extracted from figure 1,18,5,2015,24,5,2015,017_009,MERS-CoV,1,0
96,1,FALSE,1852,Gemma Nedjati-Gilani,Human delay - other human delay (go to section),No,No,4,0,NA,NA,No,Days,Median,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,IQR,NA,2,7,0,No,Days,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symptom onset,Diagnosis/test result,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Both,159,Unspecified,Unspecified,16,87,Republic of Korea,NA,NA,Mid outbreak,Unspecified,Not available,"Average over whole time period we assume, but not clear.",11,5,2015,15,7,2015,096_001,MERS-CoV,1,0
96,1,FALSE,1852,Gemma Nedjati-Gilani,Human delay - other human delay (go to section),No,No,22,0,NA,NA,No,Days,Median,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,IQR,NA,9,16.5,0,No,Days,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diagnosis,Discharge from Care/Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Both,159,Unspecified,Unspecified,16,87,Republic of Korea,NA,NA,Mid outbreak,Unspecified,Not available,Note that the reported median doesn't lie within the IQR,11,5,2015,15,7,2015,096_005,MERS-CoV,1,0
