Article_ID,ID,Parameter_data_ID,Parameter_type,Parameter.value,Exponent,Parameter.unit,Parameter.lower.bound,Parameter.upper.bound,Parameter.value.type,Parameter.uncertainty...single.value,Parameter.uncertainty...singe.type,Parameter.uncertainty...lower.value,Parameter.uncertainty...upper.value,Parameter.uncertainty...type,CFR_IFR_numerator,CFR_IFR_denominator,Distribution_type,Distribution_par1_value,Distribution_par1_type,Distribution_par1_uncertainty,Distribution_par2_value,Distribution_par2_type,Distribution_par2_uncertainty,Method_from_supplement,Method_moment_value,CFR_IFR_Method,Method_R,Method_disaggregated_by,Method_disaggregated,Method_disaggregated_only,Riskfactor_outcome,Riskfactor_name,Riskfactor_occupation,Riskfactor_significant,Riskfactor_adjusted,Population_sex,Population_sample_type,Population_group,Population_age_min,Population_age_max,Population_sample_size,Population_country,Population_location,Population_study_start_day,Population_study_start_month,Population_study_start_year,Population_study_end_day,Population_study_end_month,Population_study_end_year,Genome_site,Genomic_sequence_available,Other_delay_start,Other_delay_end,Inverse_param,Ebola.variant
2,3c037cc9574dfb5272dcdb3542f2713c,be4b6e997662e3e3a293c87cee2170bf,Human delay - other human delay (go to section),10.6,0,Days,NA,NA,Mean,3.2,Standard deviation (Sd),NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,NA,6,1,0,,6,6,,,Both,Hospital based,Persons under investigation,NA,NA,154,6,Jui Government Hospital,1,Oct 10,2014,9,Nov 11,2014,NA,0,Symptom Onset/Fever,Death,0,6,0
2,3c037cc9574dfb5272dcdb3542f2713c,86a1419ce65a2a9e55f71665ef32e25e,Risk factors,NA,0,,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,NA,7,0,0,Death,7,7,Significant,Unspecified,Both,Hospital based,Persons under investigation,NA,NA,154,7,Jui Government Hospital,1,Oct 10,2014,9,Nov 11,2014,NA,0,,,0,7,0
1,5562206ed01830db4ead682f40b1d8c8,a56b608bdb6d5247ed071f0c1ab492d1,Human delay - incubation period,14.27,0,Days,NA,NA,Mean,0.94,Standard deviation (Sd),NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,,,NA,3,0,0,,3,3,,,,,,NA,NA,NA,3,,NA,,NA,NA,,NA,NA,0,,,0,3,0
38,9c188d9d6629c5ca97d337f463e90eb2,248de32bd7f13b22cfc8cd9d1596fb00,Reproduction number (Basic R0),1.65,0,No units,NA,NA,Median,NA,,1.02,2.7,Highest Posterior Density Interval 95%,NA,NA,,NA,NA,0,NA,NA,0,0,Post outbreak,NA,Compartmental model,78,0,0,NA,78,78,NA,NA,NA,Population based,General population,NA,NA,72,78,,26,May 05,2014,18,Jun 06,2014,NA,0,NA,NA,0,78
38,9c188d9d6629c5ca97d337f463e90eb2,46e34da2c9ac66fd8605ae0ead1588b0,Human delay - infectious period,6.15,0,,NA,NA,,NA,,3.22,17.94,Highest Posterior Density Interval 95%,NA,NA,,NA,NA,0,NA,NA,0,0,Post outbreak,NA,,83,0,0,NA,83,83,NA,NA,NA,Population based,General population,NA,NA,72,83,,26,May 05,2014,18,Jun 06,2014,NA,0,NA,NA,0,83
38,9c188d9d6629c5ca97d337f463e90eb2,a7f120a40d271b957afb4dbe5d8581d7,Reproduction number (Basic R0),0.96,0,No units,NA,NA,Median,NA,,0.2,2.65,Highest Posterior Density Interval 95%,NA,NA,,NA,NA,0,NA,NA,0,0,Post outbreak,NA,Compartmental model,86,0,0,NA,86,86,NA,NA,NA,Population based,General population,NA,NA,72,86,,26,May 05,2014,18,Jun 06,2014,NA,0,NA,NA,0,86
38,9c188d9d6629c5ca97d337f463e90eb2,5d13acae53d363dd7885b225c710477e,"Reproduction number (Effective, Re)",1.61,0,No units,NA,NA,Median,NA,,0.74,3,Highest Posterior Density Interval 95%,NA,NA,,NA,NA,0,NA,NA,0,0,Post outbreak,NA,Compartmental model,87,0,0,NA,87,87,NA,NA,NA,Population based,General population,NA,NA,72,87,,26,May 05,2014,18,Jun 06,2014,NA,0,NA,NA,0,87
38,9c188d9d6629c5ca97d337f463e90eb2,872ac1bdd15b27c51e67fdd1eb661783,"Reproduction number (Effective, Re)",1.88,0,No units,NA,NA,Median,NA,,1.09,3.23,Highest Posterior Density Interval 95%,NA,NA,,NA,NA,0,NA,NA,0,0,Post outbreak,NA,Compartmental model,88,0,0,NA,88,88,NA,NA,NA,Population based,General population,NA,NA,72,88,,26,May 05,2014,18,Jun 06,2014,NA,0,NA,NA,0,88
38,9c188d9d6629c5ca97d337f463e90eb2,0e1dae21a3204fe9489135429e60abb2,Reproduction number (Basic R0),1.81,0,No units,NA,NA,Median,NA,,1.12,2.84,Highest Posterior Density Interval 95%,NA,NA,,NA,NA,0,NA,NA,0,0,Post outbreak,NA,Compartmental model,90,0,0,NA,90,90,NA,NA,NA,Population based,General population,NA,NA,72,90,,26,May 05,2014,18,Jun 06,2014,NA,0,NA,NA,0,90
38,9c188d9d6629c5ca97d337f463e90eb2,7b3d496ddc50ed7f67db6544d458afb4,Human delay - infectious period,2.29,0,Days,NA,NA,Median,NA,,1.23,5.62,Highest Posterior Density Interval 95%,NA,NA,,NA,NA,0,NA,NA,0,0,Post outbreak,NA,,94,0,0,NA,94,94,NA,NA,NA,Population based,General population,NA,NA,72,94,,26,May 05,2014,18,Jun 06,2014,NA,0,NA,NA,0,94
38,9c188d9d6629c5ca97d337f463e90eb2,aa89a15bf4f731850041fb7b07bd4e59,Reproduction number (Basic R0),1.77,0,No units,NA,NA,Median,NA,,0.59,4.35,Highest Posterior Density Interval 95%,NA,NA,,NA,NA,0,NA,NA,0,0,Post outbreak,NA,Compartmental model,95,0,0,NA,95,95,NA,NA,NA,Population based,General population,NA,NA,72,95,,26,May 05,2014,18,Jun 06,2014,NA,0,NA,NA,0,95
38,9c188d9d6629c5ca97d337f463e90eb2,06a10de994fec5096839482131ea0010,"Reproduction number (Effective, Re)",1.92,0,No units,NA,NA,Median,NA,,0.8,3.64,Highest Posterior Density Interval 95%,NA,NA,,NA,NA,0,NA,NA,0,0,Post outbreak,NA,Compartmental model,96,0,0,NA,96,96,NA,NA,NA,Population based,General population,NA,NA,72,96,,26,May 05,2014,18,Jun 06,2014,NA,0,NA,NA,0,96
38,9c188d9d6629c5ca97d337f463e90eb2,0a3e3eceaa0c9e04cd1579b2d63825d9,Human delay - incubation period,2.3,0,Days,NA,NA,Unspecified,NA,,NA,NA,,NA,NA,,NA,NA,0,NA,NA,0,0,Post outbreak,NA,,100,0,0,NA,100,100,NA,NA,NA,Population based,General population,NA,NA,72,100,,26,May 05,2014,18,Jun 06,2014,NA,0,NA,NA,0,100
38,9c188d9d6629c5ca97d337f463e90eb2,85fe645f0b3490937ed5d33f18747744,Reproduction number (Basic R0),1.63,0,No units,NA,NA,Median,NA,,0.54,4.09,Highest Posterior Density Interval 95%,NA,NA,,NA,NA,0,NA,NA,0,0,Post outbreak,NA,Compartmental model,102,0,0,NA,102,102,NA,NA,NA,Population based,General population,NA,NA,72,102,,26,May 05,2014,18,Jun 06,2014,NA,0,NA,NA,0,102
38,9c188d9d6629c5ca97d337f463e90eb2,0c87939691986f47bf1fe88876f938bd,"Reproduction number (Effective, Re)",1.66,0,No units,NA,NA,Median,NA,,0.71,3.13,Highest Posterior Density Interval 95%,NA,NA,,NA,NA,0,NA,NA,0,0,Post outbreak,NA,Compartmental model,103,0,0,NA,103,103,NA,NA,NA,Population based,General population,NA,NA,72,103,,26,May 05,2014,18,Jun 06,2014,NA,0,NA,NA,0,103
38,9c188d9d6629c5ca97d337f463e90eb2,4aaab246a4d9d207296821b50276b163,Human delay - infectious period,2.58,0,Days,NA,NA,Median,NA,,1.24,6.98,Highest Posterior Density Interval 95%,NA,NA,,NA,NA,0,NA,NA,0,0,Post outbreak,NA,,108,0,0,NA,108,108,NA,NA,NA,Population based,General population,NA,NA,72,108,,26,May 05,2014,18,Jun 06,2014,NA,0,NA,NA,0,108
38,9c188d9d6629c5ca97d337f463e90eb2,ee2fbc784c9e78376eae3d1b6611d882,Reproduction number (Basic R0),NA,0,No units,1.65,2.18,Median,NA,,NA,NA,,NA,NA,,NA,NA,0,NA,NA,0,0,Post outbreak,NA,Compartmental model,76,0,0,NA,76,76,NA,NA,NA,Population based,General population,NA,NA,72,76,,26,May 05,2014,18,Jun 06,2014,NA,0,NA,NA,0,76
38,9c188d9d6629c5ca97d337f463e90eb2,fdbb740ab6359550aa9aaa8037674dfa,"Reproduction number (Effective, Re)",3.15,0,No units,NA,NA,Median,NA,,1.43,6.09,Highest Posterior Density Interval 95%,NA,NA,,NA,NA,0,NA,NA,0,0,Post outbreak,NA,Compartmental model,111,0,0,NA,111,111,NA,NA,NA,Population based,General population,NA,NA,72,111,,26,May 05,2014,18,Jun 06,2014,NA,0,NA,NA,0,111
38,9c188d9d6629c5ca97d337f463e90eb2,8dc29411fbb03e178e17d32369d9084c,Human delay - infectious period,2.71,0,,NA,NA,,NA,,1.28,9.22,Highest Posterior Density Interval 95%,NA,NA,,NA,NA,0,NA,NA,0,0,Post outbreak,NA,,113,0,0,NA,113,113,NA,NA,NA,Population based,General population,NA,NA,72,113,,26,May 05,2014,18,Jun 06,2014,NA,0,NA,NA,0,113
38,9c188d9d6629c5ca97d337f463e90eb2,404785a9aae677cae3fa37018c0f8d55,Human delay - incubation period,6.23,0,Days,NA,NA,Median,NA,,1.53,26.05,Highest Posterior Density Interval 95%,NA,NA,,NA,NA,0,NA,NA,0,0,Post outbreak,NA,,115,0,0,NA,115,115,NA,NA,NA,Population based,General population,NA,NA,72,115,,26,May 05,2014,18,Jun 06,2014,NA,0,NA,NA,0,115
38,9c188d9d6629c5ca97d337f463e90eb2,2199ae17b8eeed5aaa94475340e2a6b9,Reproduction number (Basic R0),1.34,0,No units,NA,NA,Median,NA,,1.12,1.55,Highest Posterior Density Interval 95%,NA,NA,,NA,NA,0,NA,NA,0,0,Post outbreak,NA,Compartmental model,117,0,0,NA,117,117,NA,NA,NA,Population based,General population,NA,NA,72,117,,26,May 05,2014,18,Jun 06,2014,NA,0,NA,NA,0,117
38,9c188d9d6629c5ca97d337f463e90eb2,33142e2fa043b04ae29a35a87f5765f5,Human delay - infectious period,4.45,0,Days,NA,NA,Median,NA,,2.85,6.29,Highest Posterior Density Interval 95%,NA,NA,,NA,NA,0,NA,NA,0,0,Post outbreak,NA,,118,0,0,NA,118,118,NA,NA,NA,Population based,General population,NA,NA,72,118,,26,May 05,2014,18,Jun 06,2014,NA,0,NA,NA,0,118
38,9c188d9d6629c5ca97d337f463e90eb2,7c0089f430da3541dd421a0acf540054,Human delay - infectious period,6,0,Days,NA,NA,Median,NA,,2.84,18.84,Highest Posterior Density Interval 95%,NA,NA,,NA,NA,0,NA,NA,0,0,Post outbreak,NA,,79,0,0,NA,79,79,NA,NA,NA,Population based,General population,NA,NA,72,79,,26,May 05,2014,18,Jun 06,2014,NA,0,NA,NA,0,79
38,9c188d9d6629c5ca97d337f463e90eb2,45787af835f570acf24c6c5db0da136f,"Reproduction number (Effective, Re)",1.17,0,No units,NA,NA,Median,NA,,0.87,1.59,Highest Posterior Density Interval 95%,NA,NA,,NA,NA,0,NA,NA,0,0,Post outbreak,NA,Compartmental model,120,0,0,NA,120,120,NA,NA,NA,Population based,General population,NA,NA,72,120,,26,May 05,2014,18,Jun 06,2014,NA,0,NA,NA,0,120
38,9c188d9d6629c5ca97d337f463e90eb2,b2dc5ef166cbf6e5e7878b885cabebe1,"Reproduction number (Effective, Re)",1.62,0,No units,NA,NA,Median,NA,,1.37,1.9,Highest Posterior Density Interval 95%,NA,NA,,NA,NA,0,NA,NA,0,0,Post outbreak,NA,Compartmental model,121,0,0,NA,121,121,NA,NA,NA,Population based,General population,NA,NA,72,121,,26,May 05,2014,18,Jun 06,2014,NA,0,NA,NA,0,121
38,9c188d9d6629c5ca97d337f463e90eb2,9f3f9db9661b1a70f1e27863650e4e44,Human delay - infectious period,4.74,0,Days,NA,NA,Median,NA,,3.26,6.99,Highest Posterior Density Interval 95%,NA,NA,,NA,NA,0,NA,NA,0,0,Post outbreak,NA,,122,0,0,NA,122,122,NA,NA,NA,Population based,General population,NA,NA,72,122,,26,May 05,2014,18,Jun 06,2014,NA,0,NA,NA,0,122
38,9c188d9d6629c5ca97d337f463e90eb2,33b3f40dc90eca936922ea7e2e9d9f1b,Human delay - incubation period,2.29,0,Days,NA,NA,Median,NA,,0.08,3.24,Highest Posterior Density Interval 95%,NA,NA,,NA,NA,0,NA,NA,0,0,Post outbreak,NA,,124,0,0,NA,124,124,NA,NA,NA,Population based,General population,NA,NA,72,124,,26,May 05,2014,18,Jun 06,2014,NA,0,NA,NA,0,124
38,9c188d9d6629c5ca97d337f463e90eb2,d4281b41b55648c48e9ccd8c2c2973a8,Human delay - infectious period,2.07,0,Days,NA,NA,Median,NA,,0.94,4.8,Highest Posterior Density Interval 95%,NA,NA,,NA,NA,0,NA,NA,0,0,Post outbreak,NA,,125,0,0,NA,125,125,NA,NA,NA,Population based,General population,NA,NA,72,125,,26,May 05,2014,18,Jun 06,2014,NA,0,NA,NA,0,125
38,9c188d9d6629c5ca97d337f463e90eb2,d805d609f1c46ab3f9ba67a96c4f4863,Reproduction number (Basic R0),1.24,0,No units,NA,NA,Median,NA,,1.08,1.37,Highest Posterior Density Interval 95%,NA,NA,,NA,NA,0,NA,NA,0,0,Post outbreak,NA,Compartmental model,126,0,0,NA,126,126,NA,NA,NA,Population based,General population,NA,NA,72,126,,26,May 05,2014,18,Jun 06,2014,NA,0,NA,NA,0,126
38,9c188d9d6629c5ca97d337f463e90eb2,38bb17142b3cacea1f8347d91e9e60e6,Human delay - infectious period,3.04,0,Days,NA,NA,Median,NA,,2.16,4.32,Highest Posterior Density Interval 95%,NA,NA,,NA,NA,0,NA,NA,0,0,Post outbreak,NA,,127,0,0,NA,127,127,NA,NA,NA,Population based,General population,NA,NA,72,127,,26,May 05,2014,18,Jun 06,2014,NA,0,NA,NA,0,127
38,9c188d9d6629c5ca97d337f463e90eb2,2fbbcb25b565bdc517d4d704fc740ab1,Reproduction number (Basic R0),0.95,0,No units,NA,NA,Median,NA,,0.22,2.56,Highest Posterior Density Interval 95%,NA,NA,,NA,NA,0,NA,NA,0,0,Post outbreak,NA,Compartmental model,80,0,0,NA,80,80,NA,NA,NA,Population based,General population,NA,NA,72,80,,26,May 05,2014,18,Jun 06,2014,NA,0,NA,NA,0,80
38,9c188d9d6629c5ca97d337f463e90eb2,61f26412245fa14036d5d3f904281eca,"Reproduction number (Effective, Re)",1.44,0,No units,NA,NA,Median,NA,,1.29,1.69,Highest Posterior Density Interval 95%,NA,NA,,NA,NA,0,NA,NA,0,0,Post outbreak,NA,Compartmental model,130,0,0,NA,130,130,NA,NA,NA,Population based,General population,NA,NA,72,130,,26,May 05,2014,18,Jun 06,2014,NA,0,NA,NA,0,130
38,9c188d9d6629c5ca97d337f463e90eb2,454bf6bf45cac990f7dd76c751e74072,Human delay - infectious period,3.28,0,Days,NA,NA,Median,NA,,2.26,4.6,Highest Posterior Density Interval 95%,NA,NA,,NA,NA,0,NA,NA,0,0,Post outbreak,NA,,131,0,0,NA,131,131,NA,NA,NA,Population based,General population,NA,NA,72,131,,26,May 05,2014,18,Jun 06,2014,NA,0,NA,NA,0,131
38,9c188d9d6629c5ca97d337f463e90eb2,739be2497e57bec4fc0faba96534032c,Reproduction number (Basic R0),1.31,0,No units,NA,NA,Median,NA,,1.19,1.45,Highest Posterior Density Interval 95%,NA,NA,,NA,NA,0,NA,NA,0,0,Post outbreak,NA,Compartmental model,132,0,0,NA,132,132,NA,NA,NA,Population based,General population,NA,NA,72,132,,26,May 05,2014,18,Jun 06,2014,NA,0,NA,NA,0,132
38,9c188d9d6629c5ca97d337f463e90eb2,b37b1af114d9445df5d712e0ced4d21c,Human delay - incubation period,1.18,0,Days,NA,NA,Median,NA,,1.22,2.58,Highest Posterior Density Interval 95%,NA,NA,,NA,NA,0,NA,NA,0,0,Post outbreak,NA,,133,0,0,NA,133,133,NA,NA,NA,Population based,General population,NA,NA,72,133,,26,May 05,2014,18,Jun 06,2014,NA,0,NA,NA,0,133
38,9c188d9d6629c5ca97d337f463e90eb2,570f9b33ab284302ebe8cc29695730d3,Human delay - infectious period,1.22,0,Days,NA,NA,Median,NA,,0.61,2.22,Highest Posterior Density Interval 95%,NA,NA,,NA,NA,0,NA,NA,0,0,Post outbreak,NA,,134,0,0,NA,134,134,NA,NA,NA,Population based,General population,NA,NA,72,134,,26,May 05,2014,18,Jun 06,2014,NA,0,NA,NA,0,134
38,9c188d9d6629c5ca97d337f463e90eb2,549bbdfd13e9f0898510a2dc3c69f84f,Reproduction number (Basic R0),1.57,0,No units,NA,NA,Median,NA,,1.28,1.91,Highest Posterior Density Interval 95%,NA,NA,,NA,NA,0,NA,NA,0,0,Post outbreak,NA,Compartmental model,135,0,0,NA,135,135,NA,NA,NA,Population based,General population,NA,NA,72,135,,26,May 05,2014,18,Jun 06,2014,NA,0,NA,NA,0,135
38,9c188d9d6629c5ca97d337f463e90eb2,0edacb206933d9fb69b0490b00e3268f,"Reproduction number (Effective, Re)",1.57,0,No units,NA,NA,Median,NA,,0.73,2.91,Highest Posterior Density Interval 95%,NA,NA,,NA,NA,0,NA,NA,0,0,Post outbreak,NA,Compartmental model,81,0,0,NA,81,81,NA,NA,NA,Population based,General population,NA,NA,72,81,,26,May 05,2014,18,Jun 06,2014,NA,0,NA,NA,0,81
38,9c188d9d6629c5ca97d337f463e90eb2,9e66097313901c85134a0148acb6895a,Reproduction number (Basic R0),0.84,0,No units,NA,NA,Median,NA,,0,1.4,Highest Posterior Density Interval 95%,NA,NA,,NA,NA,0,NA,NA,0,0,Post outbreak,NA,Compartmental model,137,0,0,NA,137,137,NA,NA,NA,Population based,General population,NA,NA,72,137,,26,May 05,2014,18,Jun 06,2014,NA,0,NA,NA,0,137
38,9c188d9d6629c5ca97d337f463e90eb2,593b9b3b36613c024e5154bcbc00dca0,Human delay - infectious period,5.16,0,Days,NA,NA,Median,NA,,3.5,7.35,Highest Posterior Density Interval 95%,NA,NA,,NA,NA,0,NA,NA,0,0,Post outbreak,NA,,138,0,0,NA,138,138,NA,NA,NA,Population based,General population,NA,NA,72,138,,26,May 05,2014,18,Jun 06,2014,NA,0,NA,NA,0,138
38,9c188d9d6629c5ca97d337f463e90eb2,b7fda2773d8657660d75db930c102f4d,"Reproduction number (Effective, Re)",1.81,0,No units,NA,NA,Median,NA,,1.07,3.03,Highest Posterior Density Interval 95%,NA,NA,,NA,NA,0,NA,NA,0,0,Post outbreak,NA,Compartmental model,82,0,0,NA,82,82,NA,NA,NA,Population based,General population,NA,NA,72,82,,26,May 05,2014,18,Jun 06,2014,NA,0,NA,NA,0,82
38,9c188d9d6629c5ca97d337f463e90eb2,fc5bc3a0f3a1769110cbb919493f7e22,"Reproduction number (Effective, Re)",2.45,0,No units,NA,NA,Median,NA,,1.28,4.17,Highest Posterior Density Interval 95%,NA,NA,,NA,NA,0,NA,NA,0,0,Post outbreak,NA,Compartmental model,104,0,0,NA,104,104,NA,NA,NA,Population based,General population,NA,NA,72,104,,26,May 05,2014,18,Jun 06,2014,NA,0,NA,NA,0,104
38,9c188d9d6629c5ca97d337f463e90eb2,96fc37c99822dc3f3e5b4445305f3608,Reproduction number (Basic R0),2.18,0,No units,NA,NA,Median,NA,,1.24,3.55,Highest Posterior Density Interval 95%,NA,NA,,NA,NA,0,NA,NA,0,0,Post outbreak,NA,Compartmental model,106,0,0,NA,106,106,NA,NA,NA,Population based,General population,NA,NA,72,106,,26,May 05,2014,18,Jun 06,2014,NA,0,NA,NA,0,106
38,9c188d9d6629c5ca97d337f463e90eb2,e65d4dd6f62da4b20eeb3aafd87ae405,Human delay - incubation period,4.92,0,Days,NA,NA,Median,NA,,2.11,23.2,Highest Posterior Density Interval 95%,NA,NA,,NA,NA,0,NA,NA,0,0,Post outbreak,NA,,107,0,0,NA,107,107,NA,NA,NA,Population based,General population,NA,NA,72,107,,26,May 05,2014,18,Jun 06,2014,NA,0,NA,NA,0,107
38,9c188d9d6629c5ca97d337f463e90eb2,ea99cb345e7262b27729eb76f1d84b9e,Reproduction number (Basic R0),1.9,0,No units,NA,NA,Median,NA,,1,4.5,Highest Posterior Density Interval 95%,NA,NA,,NA,NA,0,NA,NA,0,0,Post outbreak,NA,Compartmental model,114,0,0,NA,114,114,NA,NA,NA,Population based,General population,NA,NA,72,114,,26,May 05,2014,18,Jun 06,2014,NA,0,NA,NA,0,114
38,9c188d9d6629c5ca97d337f463e90eb2,cbb1f7bc07c0a63c21c1d73be4b41955,Reproduction number (Basic R0),1.18,0,No units,NA,NA,Median,NA,,0.54,1.72,Highest Posterior Density Interval 95%,NA,NA,,NA,NA,0,NA,NA,0,0,Post outbreak,NA,Compartmental model,119,0,0,NA,119,119,NA,NA,NA,Population based,General population,NA,NA,72,119,,26,May 05,2014,18,Jun 06,2014,NA,0,NA,NA,0,119
38,9c188d9d6629c5ca97d337f463e90eb2,ca704d55d115fa11280519b4acd6588e,Reproduction number (Basic R0),1.02,0,No units,NA,NA,Median,NA,,0.63,1.5,Highest Posterior Density Interval 95%,NA,NA,,NA,NA,0,NA,NA,0,0,Post outbreak,NA,Compartmental model,128,0,0,NA,128,128,NA,NA,NA,Population based,General population,NA,NA,72,128,,26,May 05,2014,18,Jun 06,2014,NA,0,NA,NA,0,128
38,9c188d9d6629c5ca97d337f463e90eb2,e65406ec17717de6826475f16a33ce28,"Reproduction number (Effective, Re)",1.1,0,No units,NA,NA,Median,NA,,0.87,1.47,Highest Posterior Density Interval 95%,NA,NA,,NA,NA,0,NA,NA,0,0,Post outbreak,NA,Compartmental model,129,0,0,NA,129,129,NA,NA,NA,Population based,General population,NA,NA,72,129,,26,May 05,2014,18,Jun 06,2014,NA,0,NA,NA,0,129
38,9c188d9d6629c5ca97d337f463e90eb2,037dd974843e4ed030c38bba2dbdd2cf,Reproduction number (Basic R0),2.63,0,No units,NA,NA,Median,NA,,1.42,8.31,Highest Posterior Density Interval 95%,NA,NA,,NA,NA,0,NA,NA,0,0,Post outbreak,NA,Compartmental model,136,0,0,NA,136,136,NA,NA,NA,Population based,General population,NA,NA,72,136,,26,May 05,2014,18,Jun 06,2014,NA,0,NA,NA,0,136
38,9c188d9d6629c5ca97d337f463e90eb2,481f256927e76ffb44116f8299303025,Reproduction number (Basic R0),1.45,0,No units,NA,NA,Median,NA,,1.25,1.7,Highest Posterior Density Interval 95%,NA,NA,,NA,NA,0,NA,NA,0,0,Post outbreak,NA,Compartmental model,123,0,0,NA,123,123,NA,NA,NA,Population based,General population,NA,NA,72,123,,26,May 05,2014,18,Jun 06,2014,NA,0,NA,NA,0,123
38,9c188d9d6629c5ca97d337f463e90eb2,1a19fcd22a5bfc2cd05249561bbd9aa8,Human delay - infectious period,4.72,0,Days,NA,NA,Median,NA,,2.46,10.74,Highest Posterior Density Interval 95%,NA,NA,,NA,NA,0,NA,NA,0,0,Post outbreak,NA,,105,0,0,NA,105,105,NA,NA,NA,Population based,General population,NA,NA,72,105,,26,May 05,2014,18,Jun 06,2014,NA,0,NA,NA,0,105
38,9c188d9d6629c5ca97d337f463e90eb2,69f23d93c98da419eda4b26c4df17535,Reproduction number (Basic R0),NA,0,No units,NA,NA,Median,NA,,1.04,2.95,Highest Posterior Density Interval 95%,NA,NA,,NA,NA,0,NA,NA,0,0,Post outbreak,NA,Compartmental model,84,0,0,NA,84,84,NA,NA,NA,Population based,General population,NA,NA,72,84,,26,May 05,2014,18,Jun 06,2014,NA,0,NA,NA,0,84
38,9c188d9d6629c5ca97d337f463e90eb2,697eb628ae032a803206e7ca119b3475,Human delay - infectious period,6.75,0,Days,NA,NA,Median,NA,,3.14,24.1,Highest Posterior Density Interval 95%,NA,NA,,NA,NA,0,NA,NA,0,0,Post outbreak,NA,,85,0,0,NA,85,85,NA,NA,NA,Population based,General population,NA,NA,72,85,,26,May 05,2014,18,Jun 06,2014,NA,0,NA,NA,0,85
38,9c188d9d6629c5ca97d337f463e90eb2,28cc9622c557eae7666d7f37e255bfce,Human delay - infectious period,6.54,0,Days,NA,NA,Median,NA,,3.24,22.1,Highest Posterior Density Interval 95%,NA,NA,,NA,NA,0,NA,NA,0,0,Post outbreak,NA,,89,0,0,NA,89,89,NA,NA,NA,Population based,General population,NA,NA,72,89,,26,May 05,2014,18,Jun 06,2014,NA,0,NA,NA,0,89
38,9c188d9d6629c5ca97d337f463e90eb2,f73ddb03a34f578f1c4acb39a3c6ce76,Human delay - infectious period,6.64,0,Days,NA,NA,Median,NA,,3.61,18.78,Highest Posterior Density Interval 95%,NA,NA,,NA,NA,0,NA,NA,0,0,Post outbreak,NA,,91,0,0,NA,91,91,NA,NA,NA,Population based,General population,NA,NA,72,91,,26,May 05,2014,18,Jun 06,2014,NA,0,NA,NA,0,91
38,9c188d9d6629c5ca97d337f463e90eb2,4d5553b7ff3dbb9bcc72e88f6caf0381,Reproduction number (Basic R0),2.18,0,No units,NA,NA,Median,NA,,1.46,3.22,Highest Posterior Density Interval 95%,NA,NA,,NA,NA,0,NA,NA,0,0,Post outbreak,NA,Compartmental model,92,0,0,NA,92,92,NA,NA,NA,Population based,General population,NA,NA,72,92,,26,May 05,2014,18,Jun 06,2014,NA,0,NA,NA,0,92
38,9c188d9d6629c5ca97d337f463e90eb2,ca76446a05a030513a33f3c1b982b5a7,Human delay - incubation period,5.6,0,Days,NA,NA,Unspecified,NA,,NA,NA,,NA,NA,,NA,NA,0,NA,NA,0,0,Post outbreak,NA,,93,0,0,NA,93,93,NA,NA,NA,Population based,General population,NA,NA,72,93,,26,May 05,2014,18,Jun 06,2014,NA,0,NA,NA,0,93
38,9c188d9d6629c5ca97d337f463e90eb2,10ab211de4f871f588a90484126e40b8,"Reproduction number (Effective, Re)",2.86,0,No units,NA,NA,Median,NA,,1.58,4.78,Highest Posterior Density Interval 95%,NA,NA,,NA,NA,0,NA,NA,0,0,Post outbreak,NA,Compartmental model,97,0,0,NA,97,97,NA,NA,NA,Population based,General population,NA,NA,72,97,,26,May 05,2014,18,Jun 06,2014,NA,0,NA,NA,0,97
38,9c188d9d6629c5ca97d337f463e90eb2,9c61e28034018b2cbbcdb40849ff422c,Human delay - infectious period,2.75,0,Days,NA,NA,Median,NA,,1.41,7.07,Highest Posterior Density Interval 95%,NA,NA,,NA,NA,0,NA,NA,0,0,Post outbreak,NA,,98,0,0,NA,98,98,NA,NA,NA,Population based,General population,NA,NA,72,98,,26,May 05,2014,18,Jun 06,2014,NA,0,NA,NA,0,98
38,9c188d9d6629c5ca97d337f463e90eb2,d7bc08903929f55644526134bf8e2354,Reproduction number (Basic R0),1.85,0,No units,NA,NA,Median,NA,,1.17,2.76,Highest Posterior Density Interval 95%,NA,NA,,NA,NA,0,NA,NA,0,0,Post outbreak,NA,Compartmental model,99,0,0,NA,99,99,NA,NA,NA,Population based,General population,NA,NA,72,99,,26,May 05,2014,18,Jun 06,2014,NA,0,NA,NA,0,99
38,9c188d9d6629c5ca97d337f463e90eb2,06236d01784afe8dd131502004eb5c83,Human delay - infectious period,3.92,0,Days,NA,NA,Median,NA,,2.15,9.47,Highest Posterior Density Interval 95%,NA,NA,,NA,NA,0,NA,NA,0,0,Post outbreak,NA,,101,0,0,NA,101,101,NA,NA,NA,Population based,General population,NA,NA,72,101,,26,May 05,2014,18,Jun 06,2014,NA,0,NA,NA,0,101
